,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
2966,pWHQ0Ezf4a1oMO4ooD2iAw,Bert's BBQ,907 W 24th St,Austin,TX,78705,30.2879027,-97.7473784,4,60,0,"{'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True'}","American (New), Barbeque, Restaurants","{'Tuesday': '7:0-14:30', 'Wednesday': '7:0-14:30', 'Thursday': '7:0-14:30', 'Friday': '7:0-14:30', 'Saturday': '7:0-14:0'}"
2997,L9q__oKXL5YW29-Lsp5rbw,Southland Whiskey Kitchen,1422 NW 23rd Ave,Portland,OR,97210,45.5330418,-122.698521,3.5,510,1,"{'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'False', 'DogsAllowed': 'True', 'HasTV': 'True', 'Smoking': ""u'no'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Pubs, American (Traditional), Restaurants, Bars, Whiskey Bars, Barbeque, Nightlife, Southern","{'Monday': '10:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}"
3022,_O6mrCDxC4akSV2STNqbNA,4 Rivers Smokehouse,874 W Osceola Pkwy,Kissimmee,FL,34741,28.3400141,-81.4112604,4,259,1,"{'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'DogsAllowed': 'False'}","Barbeque, Smokehouse, Salad, Restaurants, Southern, Food, Bakeries, Caterers, Sandwiches, Event Planning & Services, Desserts","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
3042,G61xj19TPnbzB7oQuoWTgQ,Hottie Hawg's Smokin BBQ,2061 Main St NW,Atlanta,GA,30318,33.812073,-84.472083,3.5,98,0,"{'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'""}","Arts & Entertainment, Sports Bars, Nightlife, Food, Event Planning & Services, Music Venues, Caterers, Barbeque, Food Delivery Services, Bars, Restaurants","{'Wednesday': '11:0-23:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-20:0'}"
3396,fxu0XQrU4jNYRzHZUN2HZw,U-Licious Smokehouse & Grill,625 NE Killingsworth St,Portland,OR,97211,45.5629709,-122.6591093,2.5,45,1,"{'Caters': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'False'}","Smokehouse, Food, Barbeque, Restaurants","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
3485,CW_xIw8kclVU4XLuGjQ9kQ,Gallo's Pit BBQ,2234 W Dublin Granville Rd,Columbus,OH,43085,40.0903277,-83.0503139,3.5,41,0,"{'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Barbeque, Caterers, Burgers, Event Planning & Services, Restaurants, Chicken Wings",
3519,vseLKR0bTmihN5GdkDTItQ,Gangnam Korean BBQ,2473 NW 185th Ave,Hillsboro,OR,97124,45.5378297,-122.8689977,3.5,273,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","Korean, Restaurants, Barbeque","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
3597,CGM2xjTNp4DsJTE6x7uQvQ,Thunder Falls Terrace,6000 Universal Blvd,Orlando,FL,32819,28.46961721,-81.47330925,3.5,50,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}""}","Barbeque, Restaurants, Cafes, Chicken Wings","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '10:0-20:0', 'Sunday': '10:30-19:0'}"
3613,9R4uQYuIEj6YgkYxnAYX5w,Regal Eagle Smokehouse,200 Epcot Center Dr,Orlando,FL,32830,28.36759974,-81.54898401,4,17,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}""}","Restaurants, Barbeque",
3677,Z2TdACcFP8j3EHSq3wqvAg,California Tortilla,740 Centerview Blvd,Kissimmee,FL,34741,28.340096,-81.408893,3.5,47,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'""}","Salad, Mexican, Desserts, Barbeque, Food, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
3707,l5Vqa-vIRfKl1raShwA9Cg,Lu Charcoal Grill,100-8031 Leslie Road,Richmond,BC,V6X 1E4,49.18008835,-123.1353725,3,14,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'DogsAllowed': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'HappyHour': 'True'}","Restaurants, Barbeque, Bars, Sports Bars, Chinese, Asian Fusion, Nightlife, Breakfast & Brunch","{'Tuesday': '8:30-1:45', 'Wednesday': '8:30-1:45', 'Thursday': '8:30-1:45', 'Friday': '7:0-17:0', 'Saturday': '9:0-0:0', 'Sunday': '8:30-23:0'}"
3825,RxZLVv_KyE-Vr6t0KSyF9A,Papa's Bar & Grille,210 Highland Ave,Malden,MA,2148,42.4208556,-71.0802993,3,55,0,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Italian, Restaurants, Burgers, Barbeque, American (Traditional)","{'Monday': '15:0-0:0', 'Tuesday': '15:0-0:0', 'Wednesday': '15:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}"
4039,pWbZzz3rh71NFA792W8aFg,Barrel & Boar - Westerville,8 N State St,Westerville,OH,43081,40.12627,-82.93144617,3.5,178,1,"{'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'BYOB': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'Corkage': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'True'}","Restaurants, Breakfast & Brunch, American (Traditional), Barbeque, Gastropubs","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
4113,LrkXX1pBqanN7StrzS-FiA,Red Chili Cafe,5653 Memorial Dr,Stone Mountain,GA,30083,33.80035593,-84.20646683,4,56,0,"{'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Smoking': ""u'outdoor'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}","Chicken Wings, Asian Fusion, Noodles, Cafes, Burgers, Restaurants, Barbeque, Chinese, Japanese, American (Traditional)","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
4139,#NAME?,The Red Rose Cafe,800 Broad St,Weymouth,MA,2189,42.2161659,-70.9263279,4,15,1,"{'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'True'}","Restaurants, Nightlife, Barbeque, Pizza, Bars, American (New), Food, Cafes","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}"
4281,q5FiKaXZMvbuHURMzVRrgQ,Smokey Bones Bar & Fire Grill,2200 Baltimore Reynoldsburg Rd,Reynoldsburg,OH,43068,39.93976408,-82.7905766,3.5,149,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False'}","Restaurants, Barbeque, Burgers, Seafood, American (Traditional), Chicken Wings","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}"
4468,pF4GK7XGWssaSXwSgVY8lw,Tasty Wok,1237 E Colonial Dr,Orlando,FL,32803,28.5534127,-81.3629927,4,490,1,"{'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'None', 'OutdoorSeating': 'None', 'HasTV': 'True', 'RestaurantsTakeOut': 'None'}","Restaurants, Soup, Noodles, Chinese, Cantonese, Barbeque","{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '10:30-21:30'}"
